Date,Open,High,Low,Close,Adj Close,Volume,pc
25-04-2022,119.429497,123.278,118.769249,123.25,123.25,34522000,
26-04-2022,122.75,122.75,119.16185,119.505997,119.505997,49394000,-0.031328997
27-04-2022,114.373001,117.5,113.124252,115.0205,115.0205,62238000,-0.03899737
28-04-2022,117.114998,120.438499,115.143898,119.411499,119.411499,36790000,0.036771995
29-04-2022,117.578003,118.959999,114.694,114.966499,114.966499,33694000,-0.038663437
02-05-2022,113.906502,117.3395,113.399498,117.156998,117.156998,30280000,0.018697125
03-05-2022,116.764999,119.300003,116.626999,118.129501,118.129501,21216000,0.008232516
04-05-2022,118.003502,123.142998,115.738503,122.574997,122.574997,33232000,0.03626756
05-05-2022,120.220497,121.233253,115.182503,116.746498,116.746498,43090000,-0.049924401
06-05-2022,115.518997,117.498497,114.142998,115.660004,115.660004,35310000,-0.009393861
09-05-2022,113.303497,115.562897,112.551498,113.084,113.084,34520000,-0.022779562
10-05-2022,116.040497,116.691002,113.383301,114.584503,114.584503,31158000,0.013095165
11-05-2022,113.710503,116.670998,113.650002,113.960999,113.960999,36502000,-0.005471205
12-05-2022,111.938004,114.856499,110.113503,113.161003,113.161003,41464000,-0.007069538
13-05-2022,114.845497,118.084999,114,116.515503,116.515503,29738000,0.02879016
16-05-2022,115.384003,116.607498,114.334999,114.792503,114.792503,23282000,-0.015009691
17-05-2022,117.227501,117.227501,115.337502,116.7015,116.7015,21576000,0.016357947
18-05-2022,115.237503,115.695648,112.141998,112.401001,112.401001,27982000,-0.038260327
19-05-2022,111.841003,113.587502,110.468002,110.745499,110.745499,29192000,-0.014948707
20-05-2022,112.085503,112.550003,106.373001,109.313004,109.313004,37586000,-0.013104525
23-05-2022,110.103996,112.005501,109.154251,111.666496,111.666496,31558000,0.02107608
24-05-2022,106.377502,106.394997,102.208,105.926003,105.926003,60386000,-0.054193426
25-05-2022,105.141998,106.544701,104.21125,105.8395,105.8395,37900000,-0.000817304
26-05-2022,106.050499,108.955254,105.487999,108.295998,108.295998,30288000,0.022683184
27-05-2022,109.788498,112.867996,109.550003,112.799004,112.799004,29924000,0.039920618
31-05-2022,113.079002,116.433502,112.572502,114.039001,114.039001,51302000,0.010873447
01-06-2022,114.931503,117.399002,113.550499,114.137001,114.137001,28630000,0.000858617
02-06-2022,114.188004,117.898003,113.307999,117.746002,117.746002,27472000,0.030650731
03-06-2022,115.9925,116.364502,113.667999,114.564003,114.564003,25052000,-0.027774859
06-06-2022,116.7425,119.398499,116.528297,117.010498,117.010498,23786000,0.020908338
07-06-2022,115.648003,117.74865,115.125504,117.2295,117.2295,26414000,0.001868148
08-06-2022,116.876503,118.646004,116.696747,117.237999,117.237999,22544000,7.24936E-05
09-06-2022,116.341499,118.349998,114.866997,114.917999,114.917999,23142000,-0.020188308
10-06-2022,112.78125,113.497002,110.861,111.427498,111.427498,31324000,-0.031325311
13-06-2022,107.445999,109.218498,106.588051,106.876503,106.876503,36756000,-0.042581811
14-06-2022,106.889999,108.457497,106.351997,107.194,107.194,25480000,0.002961892
15-06-2022,108.899498,112.063004,108.118752,110.390503,110.390503,33192000,0.028956322
16-06-2022,108.149498,109.290497,105.792503,106.636002,106.636002,35314000,-0.035208569
17-06-2022,106.535004,109.249496,105.628548,107.865501,107.865501,43516000,0.011398445
21-06-2022,109.702003,112.672997,109.293503,112.014999,112.014999,39010000,0.037044128
22-06-2022,111.163002,113.769501,110.724297,112.033997,112.033997,23922000,0.000169574
23-06-2022,112.949997,113.196503,111.028999,112.684502,112.684502,24710000,0.005772799
24-06-2022,113.602997,118.637497,113.602997,118.538002,118.538002,39122000,0.049380788
27-06-2022,118.934998,119.25,116.000748,116.622498,116.622498,32840000,-0.016424824
28-06-2022,116.350998,117.856499,112.444,112.571503,112.571503,28232000,-0.035985972
29-06-2022,112.148499,113.664497,111.554001,112.2565,112.2565,18628000,-0.0028061
30-06-2022,110.499496,111.329803,107.309998,109.372498,109.372498,38046000,-0.026368621
01-07-2022,108.336998,109.806351,107.105003,109.081001,109.081001,31028000,-0.002672299
05-07-2022,107.514503,114.052597,106.249496,113.887001,113.887001,36398000,0.042199724
06-07-2022,114.092003,116.351997,112.250504,115.213501,115.213501,28852000,0.011513408
07-07-2022,116.008003,119.862,115.533997,119.306,119.306,32184000,0.034302541
08-07-2022,117.550003,120.434998,117.514,120.168503,120.168503,29082000,0.007177446
11-07-2022,118.650002,118.794502,116.234497,116.522499,116.522499,26718000,-0.031290129
12-07-2022,116.838501,117.849503,114.614998,114.849503,114.849503,24970000,-0.014566855
13-07-2022,112.639,115.156998,111.822998,112.186996,112.186996,38958000,-0.02373276
14-07-2022,110.825996,111.987503,109.3255,111.440002,111.440002,32366000,-0.006703105
15-07-2022,112.962997,114.000504,111.822502,112.766998,112.766998,34330000,0.011767592
18-07-2022,113.440002,114.800003,109.300003,109.910004,109.910004,33354000,-0.02599394
19-07-2022,111.730003,114.809998,110.5,114.620003,114.620003,30992300,0.041092295
20-07-2022,114.059998,116.330002,113.260002,114.699997,114.699997,26780100,0.000697419
21-07-2022,115.089996,115.209999,111.910004,115.040001,115.040001,27267800,0.002955528
22-07-2022,111.809998,113.18,107.599998,108.360001,108.360001,44455300,-0.061646363
25-07-2022,108.879997,110.580002,107.010002,108.209999,108.209999,28289900,-0.001386212
26-07-2022,107.43,107.739998,104.760002,105.440002,105.440002,36626600,-0.026270836
27-07-2022,109.599998,114.400002,108.419998,113.599998,113.599998,41474600,0.071830952
28-07-2022,112.800003,114.699997,111.850998,114.589996,114.589996,23303800,0.00863948
29-07-2022,113.400002,116.900002,113.230003,116.639999,116.639999,31336200,0.017575472
01-08-2022,115.529999,117.120003,114.690002,115.480003,115.480003,22856200,-0.010044995
02-08-2022,114.43,117.080002,114.260002,115.900002,115.900002,17911000,0.003623805
03-08-2022,116.339996,119.419998,116.150002,118.779999,118.779999,25302800,0.024246481
04-08-2022,118.300003,119.5,117.709999,118.870003,118.870003,15757700,0.000757163
05-08-2022,116.93,118.860001,116.709999,118.220001,118.220001,15615700,-0.005498241
08-08-2022,119.120003,120.860001,117.830002,118.139999,118.139999,17061100,-0.00067718
09-08-2022,117.989998,118.199997,116.559998,117.5,117.5,15424300,-0.0054468
10-08-2022,119.589996,121.779999,119.360001,120.650002,120.650002,20497000,0.026108595
11-08-2022,122.080002,122.339996,119.550003,119.82,119.82,16671600,-0.006927074
12-08-2022,121.160004,122.650002,120.400002,122.650002,122.650002,16121100,0.023073803
15-08-2022,122.209999,123.260002,121.57,122.879997,122.879997,15525000,0.001871704
16-08-2022,122.32,123.227997,121.535004,122.510002,122.510002,15626200,-0.003020121
17-08-2022,120.93,122.150002,120.199997,120.32,120.32,17589200,-0.018201479
18-08-2022,120.230003,121.690002,119.550003,120.860001,120.860001,15652000,0.004467988
19-08-2022,119.870003,120,117.669998,118.120003,118.120003,20187000,-0.023196732
22-08-2022,116.099998,116.5,114.669998,115.07,115.07,19316000,-0.026505631
23-08-2022,114.32,115.93,114.300003,114.769997,114.769997,14390700,-0.00261395
24-08-2022,114.449997,115.717003,113.779999,114.699997,114.699997,16051200,-0.000610288
25-08-2022,115.150002,117.779999,115.050003,117.699997,117.699997,14874700,0.025488531
26-08-2022,115.809998,116.599998,111.220001,111.300003,111.300003,31698700,-0.057502191
29-08-2022,110.779999,111.959999,109.809998,110.339996,110.339996,20386100,-0.008700444
30-08-2022,111.029999,111.370003,108.800003,109.910004,109.910004,20548200,-0.003912219
31-08-2022,111.629997,111.769997,109.050003,109.150002,109.150002,25898000,-0.006962913
01-09-2022,109.199997,111.220001,108.190002,110.550003,110.550003,22784400,0.012663962
02-09-2022,111.339996,111.675003,108.129997,108.68,108.68,20618100,-0.017206505
06-09-2022,108.135002,108.879997,106.510002,107.480003,107.480003,20565100,-0.01116484
07-09-2022,107.760002,110.989998,107.614998,110.480003,110.480003,22987200,0.027154235
08-09-2022,109.18,110.580002,108.059998,109.419998,109.419998,21660700,-0.009687489
09-09-2022,110.050003,112,110,111.779999,111.779999,21732900,0.021112909
12-09-2022,111.989998,112.639999,110.93,111.870003,111.870003,19732900,0.000804541
13-09-2022,108.889999,109.370003,105,105.309998,105.309998,33015000,-0.062292329
14-09-2022,105.440002,106.099998,104.5,105.870003,105.870003,22115800,0.005289553
15-09-2022,105.010002,106.209999,103.309998,103.900002,103.900002,26494900,-0.018960548
16-09-2022,102.970001,104.029999,101.855003,103.629997,103.629997,64540100,-0.002605471
19-09-2022,102.540001,104.019997,102.370003,103.849998,103.849998,19738600,0.00211845
20-09-2022,102.879997,103.169998,101.120003,101.830002,101.830002,24001700,-0.019836944
21-09-2022,102.239998,103.489998,99.989998,100.010002,100.010002,26596800,-0.01819818
22-09-2022,99.449997,101.68,99.410004,100.57,100.57,21272700,0.005568241
23-09-2022,100.059998,100.110001,98.010002,99.169998,99.169998,25657000,-0.014117193
26-09-2022,98.610001,100.440002,98.379997,98.809998,98.809998,22437900,-0.003643356
27-09-2022,99.910004,100.459999,97.339996,98.089996,98.089996,24225000,-0.007340218
28-09-2022,98.019997,101.400002,97.800003,100.739998,100.739998,24617000,0.026305361
29-09-2022,99.300003,99.300003,96.519997,98.089996,98.089996,21921500,-0.027016027
30-09-2022,97.730003,99.494003,96.029999,96.150002,96.150002,26277800,-0.020176744
03-10-2022,97.220001,99.970001,97.019997,99.300003,99.300003,24840000,0.031722063
04-10-2022,101.040001,102.720001,101.040001,102.410004,102.410004,22580900,0.030368137
05-10-2022,100.690002,102.739998,99.739998,102.220001,102.220001,18475500,-0.001858765
06-10-2022,101.5,103.730003,101.5,102.239998,102.239998,17156200,0.000195589
07-10-2022,100.650002,101.419998,99.209999,99.57,99.57,24249900,-0.026815286
10-10-2022,99.849998,99.989998,97.870003,98.709999,98.709999,16529900,-0.0087124
11-10-2022,98.25,100.120003,97.25,98.050003,98.050003,21617700,-0.006731219
12-10-2022,98.269997,99.648003,97.669998,98.300003,98.300003,17343400,0.002543235
13-10-2022,95.93,100.529999,95.269997,99.709999,99.709999,32812200,0.014140969
14-10-2022,100.625,101.290001,97.029999,97.18,97.18,22624800,-0.026034153
17-10-2022,99.519997,101.769997,99.510002,100.779999,100.779999,23311600,0.035721364
18-10-2022,103.940002,104.220001,100.650002,101.389999,101.389999,21610500,0.006016372
19-10-2022,100.699997,101.658997,99.635002,100.290001,100.290001,21573700,-0.010968172
20-10-2022,100.82,103,99.970001,100.529999,100.529999,25125100,0.002387327
21-10-2022,98.459999,101.620003,98.230003,101.480003,101.480003,28988700,0.00936149
24-10-2022,102.089996,103.099998,100.300003,102.970001,102.970001,24680800,0.014470214
25-10-2022,103.300003,105.099998,103.019997,104.93,104.93,29910200,0.01867911
26-10-2022,96.760002,98.540001,94.57,94.82,94.82,71504300,-0.106623075
27-10-2022,94.309998,95.169998,91.900002,92.599998,92.599998,54036500,-0.023974104
28-10-2022,92.529999,96.860001,92.322998,96.580002,96.580002,35696900,0.041209401
31-10-2022,95.779999,96.349998,94.379997,94.660004,94.660004,29868700,-0.020283097
01-11-2022,95.589996,96.165001,90.43,90.5,90.5,43220600,-0.045966895
02-11-2022,90.910004,91.300003,87.010002,87.07,87.07,43553600,-0.039393591
03-11-2022,86.345001,86.550003,83.449997,83.489998,83.489998,48510400,-0.042879412
04-11-2022,85.510002,86.730003,83.879997,86.699997,86.699997,40173300,0.037024211
07-11-2022,87.339996,88.940002,86.959999,88.650002,88.650002,26899900,0.021996672
08-11-2022,89.160004,90.404999,87.650002,88.910004,88.910004,30172000,0.002924328
09-11-2022,88.544998,89.489998,87.360001,87.400002,87.400002,26743900,-0.01727691
10-11-2022,92.339996,94.550003,91.650002,94.169998,94.169998,42371200,0.07189122
11-11-2022,94.709999,97.360001,94.160004,96.730003,96.730003,30569100,0.02646547
14-11-2022,95.5,97.18,95.112999,96.029999,96.029999,24170100,-0.00728943
15-11-2022,98.669998,100.419998,97.019997,98.720001,98.720001,31831000,0.027248804
16-11-2022,98.019997,99.849998,97.902,98.989998,98.989998,24660200,0.002727518
17-11-2022,97.18,99.480003,97.099998,98.5,98.5,21818700,-0.004974599
18-11-2022,99.010002,99.160004,96.739998,97.800003,97.800003,24969900,-0.007157433
21-11-2022,97.559998,98.720001,95.669998,95.830002,95.830002,18696900,-0.020557247
22-11-2022,96.160004,97.547997,94.410004,97.330002,97.330002,18868900,0.015411486
23-11-2022,97.339996,99.069,97.339996,98.82,98.82,17568900,0.015077899
25-11-2022,98.464996,98.940002,97.529999,97.599998,97.599998,8567800,-0.012500021
28-11-2022,97.199997,97.830002,95.889999,96.25,96.25,19974500,-0.014025953
29-11-2022,96,96.389999,94.389999,95.440002,95.440002,20220000,-0.008486986
30-11-2022,95.120003,101.449997,94.669998,101.449997,101.449997,39888100,0.059240958
01-12-2022,101.400002,102.589996,100.669998,101.279999,101.279999,21771500,-0.001678495
02-12-2022,99.370003,101.150002,99.169998,100.830002,100.830002,18821500,-0.004462928
05-12-2022,99.815002,101.75,99.355003,99.870003,99.870003,19955500,-0.009612486
06-12-2022,99.669998,100.209999,96.760002,97.309998,97.309998,20877600,-0.026307728
07-12-2022,96.769997,97.309998,95.025002,95.150002,95.150002,26647900,-0.022700956
08-12-2022,95.690002,95.870003,93.800003,93.949997,93.949997,25593200,-0.012772805
09-12-2022,93.900002,94.489998,93.019997,93.07,93.07,21885300,-0.009455217
12-12-2022,93.089996,93.875,91.900002,93.559998,93.559998,27380900,0.00523726
13-12-2022,98.07,99.800003,95.379997,95.849998,95.849998,34788500,0.023891498
14-12-2022,95.540001,97.220001,93.940002,95.309998,95.309998,26452900,-0.005665722
15-12-2022,93.540001,94.029999,90.43,91.199997,91.199997,28298800,-0.045065802
16-12-2022,91.199997,91.75,90.010002,90.860001,90.860001,48485500,-0.003741977
19-12-2022,90.879997,91.199997,88.925003,89.150002,89.150002,23020500,-0.019181144
20-12-2022,88.730003,89.779999,88.040001,89.629997,89.629997,21976800,0.005355294
21-12-2022,89.730003,90.915001,88.910004,90.25,90.25,20336400,0.006869839
22-12-2022,88.93,89.18,86.940002,88.260002,88.260002,23656100,-0.022546997
23-12-2022,87.620003,90.099998,87.620003,89.809998,89.809998,17815000,0.017258613
27-12-2022,89.309998,89.5,87.535004,87.93,87.93,15470900,-0.021380621
28-12-2022,87.5,88.519997,86.370003,86.459999,86.459999,17879600,-0.017002094
29-12-2022,87.029999,89.364998,86.989998,88.949997,88.949997,18280700,0.027993233
30-12-2022,87.364998,88.830002,87.029999,88.730003,88.730003,19190300,-0.002479364
03-01-2023,89.830002,91.550003,89.019997,89.699997,89.699997,20738500,0.010813757
04-01-2023,91.010002,91.239998,87.800003,88.709999,88.709999,27046500,-0.011159937
05-01-2023,88.07,88.209999,86.559998,86.769997,86.769997,23136100,-0.022357982
06-01-2023,87.360001,88.470001,85.57,88.160004,88.160004,26612600,0.015766866
09-01-2023,89.195,90.830002,88.580002,88.800003,88.800003,22996700,0.007207196
10-01-2023,86.720001,89.474998,86.699997,89.239998,89.239998,22855600,0.004930469
11-01-2023,90.059998,92.449997,89.739998,92.260002,92.260002,25998800,0.032733622
12-01-2023,92.400002,92.620003,90.57,91.910004,91.910004,22754200,-0.003808051
13-01-2023,91.528,92.980003,90.93,92.800003,92.800003,18630700,0.009590506
17-01-2023,92.779999,92.970001,90.839996,92.160004,92.160004,22935800,-0.006944433
18-01-2023,92.940002,93.587997,91.400002,91.779999,91.779999,19641600,-0.00414039
19-01-2023,91.389999,94.400002,91.379997,93.910004,93.910004,28707700,0.022681343
20-01-2023,95.949997,99.419998,95.910004,99.279999,99.279999,53704800,0.054089394
23-01-2023,99.129997,101.400002,98.75,101.209999,101.209999,31791800,0.019069262
24-01-2023,99.550003,101.089996,98.699997,99.209999,99.209999,27391400,-0.020159258
25-01-2023,97.199997,97.720001,95.262001,96.730003,96.730003,31000900,-0.025638333
26-01-2023,98.279999,99.209999,96.82,99.160004,99.160004,24542100,0.024505858
27-01-2023,99.050003,101.580002,98.970001,100.709999,100.709999,29020400,0.015390676
30-01-2023,98.745003,99.408997,97.519997,97.949997,97.949997,24365100,-0.028177663
31-01-2023,97.860001,99.910004,97.790001,99.870003,99.870003,22306800,0.019225052
01-02-2023,99.739998,102.190002,98.419998,101.43,101.43,26392600,0.015380035
02-02-2023,106.790001,108.82,106.540001,108.800003,108.800003,46622600,0.067738996
03-02-2023,103.510002,108.019997,103.300003,105.220001,105.220001,36823400,-0.034023969
06-02-2023,102.684998,104.699997,102.209999,103.470001,103.470001,25573000,-0.016913115
07-02-2023,103.629997,108.669998,103.547997,108.040001,108.040001,33738800,0.042299148
08-02-2023,102.690002,103.580002,98.455002,100,100,73546000,-0.08040001
09-02-2023,100.540001,100.610001,93.860001,95.459999,95.459999,97798600,-0.047559198
10-02-2023,95.739998,97.019997,94.529999,94.860001,94.860001,49325300,-0.00632509
13-02-2023,95.010002,95.349998,94.050003,95,95,43116600,0.001473674
14-02-2023,94.660004,95.175003,92.650002,94.949997,94.949997,42513100,-0.000526625
15-02-2023,94.739998,97.339996,94.360001,97.099998,97.099998,36964500,0.022142132
16-02-2023,95.540001,97.879997,94.970001,95.779999,95.779999,35642100,-0.013781572
17-02-2023,95.07,95.75,93.449997,94.589996,94.589996,31095100,-0.012580643
21-02-2023,93.239998,93.415001,92,92.050003,92.050003,28367200,-0.027593622
22-02-2023,91.933998,92.360001,90.870003,91.800003,91.800003,29891100,-0.002723311
23-02-2023,92.129997,92.129997,90.010002,91.07,91.07,32423700,-0.008015845
24-02-2023,89.629997,90.129997,88.860001,89.349998,89.349998,31295600,-0.019250163
27-02-2023,90.089996,90.449997,89.610001,90.099998,90.099998,22724300,0.008324085
28-02-2023,89.540001,91.449997,89.519997,90.300003,90.300003,30546900,0.002214895
01-03-2023,90.160004,91.199997,89.849998,90.510002,90.510002,26323900,0.002320175
02-03-2023,89.860001,92.480003,89.769997,92.309998,92.309998,23328600,0.01949947
03-03-2023,92.739998,94.110001,92.660004,94.019997,94.019997,30242500,0.01818761
06-03-2023,94.360001,96.300003,94.300003,95.580002,95.580002,28288200,0.016321458
07-03-2023,95.419998,96.089996,93.844002,94.169998,94.169998,24101500,-0.014972964
08-03-2023,94.404999,96.239998,94.404999,94.650002,94.650002,25395200,0.005071358
09-03-2023,94.489998,95.919998,92.355003,92.660004,92.660004,24438900,-0.021476343
10-03-2023,92.5,93.18,90.800003,91.010002,91.010002,32850100,-0.018129897
13-03-2023,90.565002,93.080002,89.940002,91.660004,91.660004,31508600,0.007091446
14-03-2023,93.07,94.830002,92.779999,94.25,94.25,32303900,0.027480064
15-03-2023,93.540001,97.25,93.040001,96.550003,96.550003,38367300,0.023821884
16-03-2023,96.57,101.970001,95.870003,101.07,101.07,54499500,0.04472145
17-03-2023,100.839996,103.489998,100.75,102.459999,102.459999,76140300,0.01356626
20-03-2023,101.059998,102.580002,100.790001,101.93,101.93,26033900,-0.005199637
21-03-2023,101.980003,105.959999,101.860001,105.839996,105.839996,33122800,0.036942518
22-03-2023,105.139999,107.510002,104.209999,104.220001,104.220001,32336900,-0.015543993
23-03-2023,105.889999,107.100998,105.410004,106.260002,106.260002,31385800,0.019198202
24-03-2023,105.739998,106.160004,104.739998,106.059998,106.059998,25245000,-0.001885763
27-03-2023,105.32,105.400002,102.629997,103.059998,103.059998,25393400,-0.029109257
28-03-2023,103,103,100.279999,101.360001,101.360001,24913500,-0.016771872
29-03-2023,102.720001,102.82,101.029999,101.900002,101.900002,26148300,0.005299323
30-03-2023,101.440002,101.610001,100.290001,101.32,101.32,25009800,-0.005724457
31-03-2023,101.709999,104.190002,101.440002,104,104,28086500,0.025769231
03-04-2023,102.669998,104.949997,102.379997,104.910004,104.910004,20719900,0.008674139
04-04-2023,104.839996,106.099998,104.599998,105.120003,105.120003,20377200,0.001997707
05-04-2023,106.120003,106.540001,104.101997,104.949997,104.949997,21864200,-0.001619876
06-04-2023,105.769997,109.629997,104.815002,108.900002,108.900002,34684200,0.036271854
10-04-2023,107.389999,107.970001,105.599998,106.949997,106.949997,19741500,-0.018232866
11-04-2023,106.919998,107.220001,105.279999,106.120003,106.120003,18721300,-0.007821278
12-04-2023,107.389999,107.586998,104.970001,105.220001,105.220001,22761600,-0.008553526
13-04-2023,106.470001,108.264999,106.440002,108.190002,108.190002,21650700,0.027451714
14-04-2023,107.690002,109.580002,107.589996,109.459999,109.459999,20745400,0.011602385
17-04-2023,105.43,106.709999,105.32,106.419998,106.419998,29043400,-0.028566069
18-04-2023,107,107.050003,104.779999,105.120003,105.120003,17641400,-0.012366771
19-04-2023,104.214996,105.724998,103.800003,105.019997,105.019997,16732000,-0.000952257
20-04-2023,104.650002,106.888,104.639999,105.900002,105.900002,22515300,0.008309773
21-04-2023,106.089996,106.639999,105.485001,105.910004,105.910004,22369800,9.44387E-05
24-04-2023,106.050003,107.32,105.360001,106.779999,106.779999,21390000,0.008147546
,,,,,,,-0.220462646
